City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Miramar city, Florida,45975,Male,261.0,2132.0,2582.0,1705.0,6171.0,2137.0,5963.0,2487.0,702.0,4048.0,3377.0,553.0,2014
Orlando city, Florida,53000,Male,1598.0,3324.0,7671.0,8649.0,11606.0,9238.0,11474.0,2403.0,2606.0,2946.0,3040.0,1705.0,2014
Palm Bay city, Florida,54000,Male,292.0,2146.0,2222.0,3891.0,4232.0,1590.0,4217.0,399.0,1065.0,1148.0,280.0,718.0,2014
Palm Coast city, Florida,54200,Male,92.0,947.0,2787.0,1431.0,2770.0,1095.0,874.0,429.0,483.0,1160.0,1279.0,442.0,2014
Pembroke Pines city, Florida,55775,Male,131.0,941.0,3089.0,3512.0,5871.0,2343.0,6688.0,2044.0,1329.0,5783.0,2569.0,652.0,2014
Pine Hills CDP, Florida,56825,Male,0.0,396.0,1039.0,1968.0,1770.0,1634.0,2582.0,1047.0,637.0,1359.0,495.0,1388.0,2014
Plantation city, Florida,57425,Male,80.0,2130.0,2847.0,3888.0,3258.0,1853.0,4930.0,426.0,1258.0,1989.0,1713.0,251.0,2014
Pompano Beach city, Florida,58050,Male,180.0,996.0,3048.0,4653.0,3826.0,1516.0,4690.0,516.0,1030.0,1835.0,1289.0,1022.0,2014
Port St. Lucie city, Florida,58715,Male,0.0,1151.0,4380.0,6494.0,5420.0,2337.0,8042.0,941.0,609.0,3294.0,2443.0,1829.0,2014
Riverview CDP, Florida,60950,Male,352.0,924.0,1848.0,1590.0,2723.0,1478.0,3891.0,1878.0,635.0,2181.0,1137.0,197.0,2014
St. Petersburg city, Florida,63000,Male,1047.0,4921.0,8923.0,8716.0,8792.0,5471.0,8394.0,2112.0,909.0,4172.0,3120.0,598.0,2014
Spring Hill CDP, Florida,68350,Male,0.0,1225.0,2632.0,3275.0,1978.0,474.0,1783.0,757.0,491.0,1824.0,1993.0,1000.0,2014
Sunrise city, Florida,69700,Male,236.0,447.0,1590.0,2675.0,2584.0,1876.0,3628.0,1001.0,1633.0,2765.0,2129.0,395.0,2014
Tallahassee city, Florida,70600,Male,2011.0,5130.0,9700.0,10280.0,5625.0,2831.0,4896.0,169.0,407.0,505.0,787.0,282.0,2014
Tampa city, Florida,71000,Male,2491.0,8190.0,10796.0,14630.0,11921.0,6315.0,12336.0,1582.0,3296.0,5716.0,3405.0,1734.0,2014
The Villages CDP, Florida,71625,Male,,,,,,,,,,,,,2014
Town 'n' Country CDP, Florida,72145,Male,265.0,1138.0,3485.0,3076.0,3191.0,2497.0,3858.0,571.0,1623.0,2123.0,1724.0,307.0,2014
Weston city, Florida,76582,Male,91.0,864.0,1790.0,1732.0,1954.0,1797.0,2565.0,509.0,721.0,1970.0,877.0,444.0,2014
West Palm Beach city, Florida,76600,Male,325.0,2516.0,4547.0,4409.0,4390.0,2397.0,2076.0,563.0,229.0,1051.0,2499.0,122.0,2014
Albany city, Georgia,01052,Male,743.0,1713.0,2381.0,2506.0,1602.0,431.0,791.0,78.0,68.0,637.0,144.0,161.0,2014
Athens-Clarke County unified government (balance), Georgia,03440,Male,563.0,2327.0,5765.0,6012.0,4437.0,842.0,2229.0,400.0,257.0,911.0,837.0,582.0,2014
Atlanta city, Georgia,04000,Male,812.0,4362.0,13750.0,17300.0,20751.0,8115.0,14985.0,2439.0,2553.0,7155.0,3812.0,2973.0,2014
Augusta-Richmond County consolidated government (balance), Georgia,04204,Male,851.0,2915.0,6983.0,9205.0,4762.0,2069.0,4097.0,469.0,362.0,2045.0,984.0,493.0,2014
Columbus city, Georgia,19000,Male,1077.0,4814.0,8543.0,12082.0,9973.0,2455.0,4088.0,945.0,923.0,1412.0,1380.0,485.0,2014
Johns Creek city, Georgia,42425,Male,835.0,640.0,1924.0,2726.0,3551.0,1073.0,2747.0,265.0,1365.0,3137.0,1947.0,1136.0,2014
Macon-Bibb County, Georgia,49008,Male,543.0,3070.0,4503.0,6192.0,3129.0,790.0,3781.0,857.0,355.0,1674.0,413.0,456.0,2014
Roswell city, Georgia,67284,Male,308.0,782.0,2459.0,2505.0,2660.0,1833.0,4724.0,1246.0,1437.0,3318.0,2457.0,806.0,2014
Sandy Springs city, Georgia,68516,Male,350.0,1515.0,2977.0,5207.0,5242.0,2319.0,5628.0,1121.0,1056.0,844.0,1241.0,206.0,2014
Savannah city, Georgia,69000,Male,1204.0,4485.0,5814.0,4794.0,4517.0,1762.0,3036.0,384.0,847.0,1309.0,938.0,415.0,2014
Warner Robins city, Georgia,80508,Male,136.0,1212.0,2679.0,4006.0,2736.0,901.0,1521.0,705.0,115.0,534.0,435.0,380.0,2014
Urban Honolulu CDP, Hawaii,71550,Male,1297.0,6398.0,14906.0,18106.0,16574.0,4825.0,17878.0,1436.0,2502.0,3841.0,3503.0,1279.0,2014
Boise City city, Idaho,08830,Male,2322.0,8754.0,10284.0,12015.0,8321.0,3510.0,5782.0,371.0,797.0,1877.0,928.0,375.0,2014
Meridian city, Idaho,52120,Male,292.0,516.0,2396.0,3265.0,5893.0,1983.0,4032.0,1002.0,356.0,528.0,117.0,84.0,2014
Nampa city, Idaho,56260,Male,236.0,596.0,1695.0,2375.0,3688.0,1139.0,3843.0,925.0,660.0,580.0,205.0,175.0,2014
Arlington Heights village, Illinois,02154,Male,250.0,1568.0,1749.0,2124.0,2362.0,1142.0,2981.0,1143.0,1391.0,2186.0,1552.0,502.0,2014
Aurora city, Illinois,03012,Male,500.0,2990.0,6964.0,7063.0,6280.0,3174.0,6691.0,1401.0,2039.0,5615.0,5990.0,1614.0,2014
Bloomington city, Illinois,06613,Male,1268.0,4345.0,5298.0,6042.0,1291.0,153.0,950.0,43.0,131.0,1128.0,634.0,284.0,2014
Bolingbrook village, Illinois,07133,Male,40.0,1420.0,1476.0,1411.0,2704.0,1071.0,3213.0,704.0,792.0,2462.0,2434.0,576.0,2014
Champaign city, Illinois,12385,Male,715.0,3454.0,5756.0,6076.0,2096.0,389.0,823.0,0.0,341.0,767.0,630.0,364.0,2014
Chicago city, Illinois,14000,Male,6340.0,24716.0,41711.0,53735.0,81940.0,36020.0,128742.0,19701.0,39080.0,87745.0,82279.0,22670.0,2014
Cicero town, Illinois,14351,Male,0.0,938.0,1907.0,1812.0,3915.0,943.0,5249.0,705.0,1646.0,1808.0,2534.0,118.0,2014
Decatur city, Illinois,18823,Male,598.0,2682.0,4735.0,3621.0,1510.0,57.0,363.0,26.0,139.0,315.0,648.0,180.0,2014
Elgin city, Illinois,23074,Male,566.0,1503.0,3413.0,4898.0,4532.0,2020.0,5527.0,691.0,1500.0,3280.0,2833.0,962.0,2014
Evanston city, Illinois,24582,Male,657.0,1590.0,1551.0,1156.0,1527.0,1724.0,1348.0,599.0,1136.0,3361.0,1687.0,214.0,2014
Joliet city, Illinois,38570,Male,980.0,2822.0,3624.0,3554.0,4643.0,1823.0,4902.0,685.0,1048.0,4896.0,5212.0,1884.0,2014
Naperville city, Illinois,51622,Male,232.0,1790.0,4154.0,4332.0,4356.0,1355.0,4318.0,989.0,2150.0,4239.0,7158.0,2102.0,2014
Palatine village, Illinois,57225,Male,159.0,964.0,1687.0,2939.0,3088.0,1662.0,2884.0,663.0,684.0,2257.0,949.0,651.0,2014
Peoria city, Illinois,59000,Male,627.0,4245.0,5000.0,5863.0,4611.0,1667.0,960.0,255.0,288.0,717.0,369.0,172.0,2014
Rockford city, Illinois,65000,Male,1061.0,3861.0,7510.0,5816.0,4390.0,1078.0,2325.0,252.0,995.0,1014.0,1391.0,707.0,2014
Schaumburg village, Illinois,68003,Male,173.0,1492.0,1932.0,2574.0,1524.0,801.0,3444.0,782.0,1416.0,2775.0,2320.0,486.0,2014
Skokie village, Illinois,70122,Male,0.0,1277.0,1654.0,1516.0,2491.0,661.0,2667.0,261.0,364.0,1932.0,1419.0,749.0,2014
Springfield city, Illinois,72000,Male,568.0,4009.0,6416.0,6590.0,4220.0,1021.0,660.0,0.0,89.0,746.0,1639.0,224.0,2014
Waukegan city, Illinois,79293,Male,374.0,2002.0,3006.0,2511.0,2470.0,1024.0,3571.0,978.0,1024.0,1261.0,1035.0,307.0,2014
Bloomington city, Indiana,05860,Male,433.0,3118.0,6749.0,3637.0,1500.0,379.0,547.0,40.0,314.0,644.0,745.0,536.0,2014
Carmel city, Indiana,10342,Male,579.0,1586.0,2693.0,3240.0,2204.0,1435.0,3450.0,857.0,1627.0,2188.0,669.0,336.0,2014
Evansville city, Indiana,22000,Male,651.0,3470.0,4530.0,6971.0,3357.0,1270.0,2401.0,450.0,532.0,1132.0,1074.0,255.0,2014
Fishers town, Indiana,23278,Male,349.0,1059.0,2729.0,1551.0,2737.0,2174.0,6020.0,976.0,935.0,1857.0,439.0,672.0,2014
Fort Wayne city, Indiana,25000,Male,1133.0,6261.0,8145.0,12502.0,10732.0,5736.0,6083.0,792.0,667.0,2891.0,1115.0,777.0,2014
Gary city, Indiana,27000,Male,0.0,1025.0,1617.0,1761.0,1253.0,490.0,1183.0,27.0,475.0,1081.0,675.0,531.0,2014
Hammond city, Indiana,31000,Male,87.0,1227.0,1809.0,2564.0,3236.0,974.0,2388.0,460.0,688.0,1812.0,923.0,305.0,2014
Indianapolis city (balance), Indiana,36003,Male,3732.0,15922.0,23426.0,34870.0,36905.0,17090.0,31624.0,7593.0,3817.0,9471.0,6820.0,2872.0,2014
Lafayette city, Indiana,40788,Male,255.0,2904.0,5089.0,3563.0,1337.0,345.0,1520.0,154.0,173.0,274.0,115.0,127.0,2014
Muncie city, Indiana,51876,Male,917.0,2947.0,3451.0,3476.0,1478.0,223.0,664.0,77.0,400.0,280.0,875.0,468.0,2014
South Bend city, Indiana,71000,Male,981.0,2869.0,3704.0,5180.0,2828.0,933.0,2405.0,226.0,872.0,1123.0,401.0,143.0,2014
Cedar Rapids city, Iowa,12000,Male,897.0,5053.0,8550.0,7780.0,5518.0,742.0,2086.0,163.0,802.0,864.0,882.0,324.0,2014
Davenport city, Iowa,19000,Male,647.0,3341.0,4855.0,5122.0,3038.0,1948.0,2531.0,807.0,554.0,678.0,605.0,692.0,2014
Des Moines city, Iowa,21000,Male,1101.0,5803.0,9481.0,12074.0,9809.0,3084.0,5032.0,425.0,421.0,1755.0,1243.0,515.0,2014
Iowa City city, Iowa,38595,Male,501.0,1850.0,5056.0,4109.0,2520.0,737.0,1488.0,83.0,189.0,322.0,151.0,322.0,2014
Sioux City city, Iowa,73335,Male,820.0,3076.0,4666.0,5140.0,2000.0,477.0,2166.0,143.0,377.0,125.0,157.0,383.0,2014
Waterloo city, Iowa,82425,Male,295.0,3072.0,5158.0,3058.0,1587.0,453.0,1132.0,0.0,172.0,438.0,0.0,165.0,2014
Kansas City city, Kansas,36000,Male,373.0,2649.0,3969.0,6673.0,5610.0,3560.0,4792.0,713.0,706.0,1330.0,1009.0,135.0,2014
Lawrence city, Kansas,38900,Male,738.0,3343.0,4008.0,3540.0,1542.0,855.0,3588.0,764.0,407.0,1320.0,855.0,244.0,2014
Olathe city, Kansas,52575,Male,263.0,2628.0,5716.0,5822.0,6364.0,3628.0,4420.0,986.0,1637.0,2492.0,344.0,337.0,2014
Overland Park city, Kansas,53775,Male,1429.0,5550.0,9195.0,9203.0,9705.0,4500.0,5748.0,1311.0,1036.0,1641.0,937.0,688.0,2014
Topeka city, Kansas,71000,Male,672.0,5845.0,7179.0,8225.0,2695.0,412.0,2066.0,120.0,140.0,625.0,756.0,202.0,2014
Wichita city, Kansas,79000,Male,1680.0,10186.0,16417.0,24318.0,20989.0,5671.0,8585.0,679.0,1531.0,1279.0,1805.0,912.0,2014
Lexington-Fayette urban county, Kentucky,46027,Male,1744.0,8094.0,12184.0,17425.0,15690.0,5337.0,9066.0,1140.0,1585.0,2838.0,2050.0,830.0,2014
Louisville/Jefferson County metro government (balance), Kentucky,48006,Male,3020.0,9389.0,18822.0,29750.0,32108.0,13545.0,20445.0,4474.0,3325.0,4731.0,4900.0,1515.0,2014
Baton Rouge city, Louisiana,05000,Male,1295.0,4163.0,6857.0,10285.0,11334.0,3727.0,6780.0,1078.0,1705.0,2157.0,1794.0,617.0,2014
Bossier City city, Louisiana,08920,Male,332.0,2035.0,4920.0,3993.0,2344.0,932.0,1603.0,102.0,86.0,299.0,489.0,84.0,2014
Kenner city, Louisiana,39475,Male,93.0,845.0,1299.0,2855.0,3522.0,825.0,4408.0,501.0,967.0,1401.0,767.0,202.0,2014
Lafayette city, Louisiana,40735,Male,1024.0,2796.0,5469.0,7180.0,5809.0,2697.0,3124.0,65.0,482.0,902.0,452.0,2738.0,2014
Lake Charles city, Louisiana,41155,Male,399.0,1736.0,4721.0,3711.0,2080.0,387.0,1428.0,26.0,0.0,0.0,218.0,230.0,2014
Metairie CDP, Louisiana,50115,Male,278.0,3042.0,4779.0,7692.0,9252.0,2931.0,5071.0,551.0,341.0,1679.0,1509.0,768.0,2014
New Orleans city, Louisiana,55000,Male,2367.0,5907.0,11591.0,14974.0,14794.0,5171.0,15379.0,1056.0,1665.0,3583.0,3376.0,1001.0,2014
Shreveport city, Louisiana,70000,Male,506.0,2543.0,5689.0,9915.0,9472.0,2451.0,3313.0,431.0,335.0,1534.0,1323.0,818.0,2014
Portland city, Maine,60545,Male,639.0,2520.0,4665.0,4145.0,2931.0,480.0,1252.0,0.0,377.0,883.0,712.0,273.0,2014
Baltimore city, Maryland,04000,Male,1018.0,4794.0,12637.0,16981.0,22806.0,8496.0,21878.0,3114.0,4683.0,7679.0,12286.0,6123.0,2014
Bethesda CDP, Maryland,07125,Male,570.0,558.0,906.0,1593.0,1600.0,734.0,2267.0,833.0,1227.0,2601.0,960.0,145.0,2014
Columbia CDP, Maryland,19125,Male,104.0,1713.0,3871.0,2848.0,4553.0,1530.0,4178.0,1346.0,1719.0,3228.0,2853.0,779.0,2014
Ellicott City CDP, Maryland,26000,Male,346.0,621.0,1136.0,1767.0,2624.0,1724.0,2919.0,765.0,1022.0,2078.0,1490.0,935.0,2014
Frederick city, Maryland,30325,Male,88.0,1908.0,2568.0,4001.0,1852.0,317.0,1515.0,305.0,576.0,1669.0,3355.0,937.0,2014
Gaithersburg city, Maryland,31175,Male,302.0,1470.0,956.0,2556.0,1432.0,1259.0,2593.0,462.0,1151.0,1977.0,3399.0,398.0,2014
Germantown CDP, Maryland,32025,Male,0.0,897.0,1549.0,1348.0,1591.0,1562.0,5543.0,905.0,2073.0,2306.0,3135.0,1646.0,2014
Glen Burnie CDP, Maryland,32650,Male,63.0,994.0,2870.0,1693.0,3449.0,1142.0,1982.0,369.0,405.0,1883.0,1099.0,628.0,2014
Rockville city, Maryland,67675,Male,138.0,828.0,922.0,1404.0,1326.0,290.0,2237.0,733.0,1141.0,3786.0,2934.0,126.0,2014
Silver Spring CDP, Maryland,72450,Male,211.0,694.0,349.0,1913.0,1330.0,929.0,5408.0,1344.0,2125.0,3131.0,2372.0,383.0,2014
Waldorf CDP, Maryland,81175,Male,0.0,475.0,1367.0,1272.0,1581.0,524.0,1745.0,691.0,776.0,2480.0,4064.0,1690.0,2014
Boston city, Massachusetts,07000,Male,2251.0,7835.0,13177.0,18472.0,25511.0,9728.0,34628.0,6087.0,8442.0,15598.0,16107.0,3972.0,2014
Brockton city, Massachusetts,09000,Male,180.0,1335.0,2125.0,3119.0,2950.0,1674.0,2860.0,1026.0,903.0,1990.0,1696.0,700.0,2014
Cambridge city, Massachusetts,11000,Male,905.0,1999.0,3406.0,4603.0,4629.0,1773.0,5117.0,1194.0,1629.0,1485.0,1001.0,147.0,2014
Fall River city, Massachusetts,23000,Male,433.0,1927.0,2982.0,3088.0,2270.0,1839.0,2801.0,1161.0,397.0,1289.0,848.0,874.0,2014
Framingham CDP, Massachusetts,24960,Male,498.0,1282.0,2933.0,2631.0,2108.0,902.0,2261.0,530.0,1262.0,2341.0,1688.0,425.0,2014
Lawrence city, Massachusetts,34550,Male,173.0,2458.0,2196.0,3251.0,2511.0,853.0,2481.0,494.0,777.0,778.0,1090.0,360.0,2014
Lowell city, Massachusetts,37000,Male,367.0,953.0,3421.0,4547.0,4583.0,1066.0,3810.0,755.0,669.0,2419.0,1668.0,503.0,2014
Lynn city, Massachusetts,37490,Male,74.0,1674.0,2131.0,1932.0,2399.0,1206.0,4389.0,678.0,782.0,2582.0,2627.0,1146.0,2014
New Bedford city, Massachusetts,45000,Male,661.0,2292.0,4471.0,3060.0,2898.0,850.0,1577.0,438.0,614.0,1425.0,1784.0,1396.0,2014
Newton city, Massachusetts,45560,Male,370.0,1409.0,1935.0,2566.0,2567.0,917.0,3521.0,860.0,756.0,3282.0,1247.0,273.0,2014
Quincy city, Massachusetts,55745,Male,116.0,1606.0,2078.0,2524.0,2560.0,1283.0,3451.0,1225.0,1060.0,4834.0,4945.0,384.0,2014
Somerville city, Massachusetts,62535,Male,552.0,1129.0,2048.0,1985.0,4851.0,2038.0,4304.0,1512.0,2949.0,3765.0,1234.0,119.0,2014
Springfield city, Massachusetts,67000,Male,367.0,3421.0,4721.0,6012.0,4584.0,1273.0,3407.0,314.0,465.0,1559.0,879.0,432.0,2014
Worcester city, Massachusetts,82000,Male,487.0,3227.0,6237.0,7736.0,5358.0,2786.0,5157.0,828.0,1128.0,2135.0,3380.0,1035.0,2014
Ann Arbor city, Michigan,03000,Male,612.0,3061.0,6154.0,6409.0,3207.0,1442.0,2871.0,575.0,1332.0,1248.0,1230.0,288.0,2014
Dearborn city, Michigan,21000,Male,302.0,1959.0,3233.0,4609.0,3657.0,1385.0,2559.0,538.0,528.0,1096.0,420.0,26.0,2014
Detroit city, Michigan,22000,Male,1223.0,5453.0,10890.0,16594.0,16453.0,6441.0,17894.0,3136.0,4965.0,4874.0,4682.0,3624.0,2014
Farmington Hills city, Michigan,27440,Male,423.0,1585.0,2397.0,1655.0,2904.0,2294.0,3976.0,765.0,1413.0,1643.0,872.0,137.0,2014
Flint city, Michigan,29000,Male,467.0,2249.0,1658.0,3206.0,1514.0,677.0,1752.0,97.0,304.0,896.0,737.0,127.0,2014
Grand Rapids city, Michigan,34000,Male,354.0,6077.0,8904.0,9565.0,7994.0,2804.0,2820.0,567.0,1439.0,1819.0,1683.0,822.0,2014
Kalamazoo city, Michigan,42160,Male,1173.0,2159.0,3261.0,3266.0,3116.0,298.0,1011.0,133.0,139.0,727.0,341.0,189.0,2014
Lansing city, Michigan,46000,Male,1578.0,3364.0,5043.0,7117.0,3131.0,1708.0,1441.0,535.0,430.0,669.0,688.0,572.0,2014
Livonia city, Michigan,49000,Male,138.0,1605.0,2659.0,3330.0,4084.0,2338.0,3392.0,1397.0,1885.0,2153.0,412.0,415.0,2014
Rochester Hills city, Michigan,69035,Male,423.0,776.0,2030.0,3334.0,3991.0,1435.0,2167.0,643.0,991.0,2048.0,1290.0,459.0,2014
Southfield city, Michigan,74900,Male,300.0,702.0,732.0,2433.0,1543.0,1385.0,3136.0,545.0,851.0,741.0,419.0,336.0,2014
Sterling Heights city, Michigan,76460,Male,118.0,2591.0,4504.0,5330.0,6460.0,2088.0,3837.0,1804.0,1688.0,3732.0,1597.0,772.0,2014
Troy city, Michigan,80700,Male,237.0,1313.0,2341.0,3297.0,3768.0,1916.0,3393.0,1238.0,534.0,1640.0,1091.0,486.0,2014
Warren city, Michigan,84000,Male,234.0,1642.0,3397.0,5333.0,4576.0,2297.0,5907.0,460.0,936.0,1855.0,1483.0,555.0,2014
Westland city, Michigan,86000,Male,367.0,1358.0,3309.0,3028.0,2674.0,1675.0,2625.0,522.0,884.0,2126.0,433.0,86.0,2014
Wyoming city, Michigan,88940,Male,167.0,2353.0,2768.0,4858.0,4304.0,1266.0,2105.0,42.0,255.0,416.0,186.0,194.0,2014
Bloomington city, Minnesota,06616,Male,351.0,2293.0,4423.0,4754.0,3155.0,2213.0,4007.0,908.0,796.0,738.0,629.0,397.0,2014
Brooklyn Park city, Minnesota,07966,Male,233.0,945.0,1454.0,2596.0,3640.0,1582.0,3753.0,947.0,1619.0,1528.0,374.0,84.0,2014
Duluth city, Minnesota,17000,Male,415.0,3958.0,5404.0,4641.0,3037.0,1608.0,1151.0,200.0,180.0,429.0,384.0,333.0,2014
Eagan city, Minnesota,17288,Male,451.0,2143.0,2144.0,2832.0,2387.0,2126.0,4200.0,673.0,935.0,1170.0,819.0,83.0,2014
Maple Grove city, Minnesota,40166,Male,178.0,1144.0,1389.0,2495.0,2462.0,1381.0,3230.0,640.0,830.0,2074.0,890.0,0.0,2014
Minneapolis city, Minnesota,43000,Male,2353.0,6693.0,14609.0,20032.0,21850.0,10988.0,16453.0,3000.0,3585.0,5950.0,3287.0,2086.0,2014
Plymouth city, Minnesota,51730,Male,370.0,1425.0,2488.0,3488.0,2916.0,1779.0,3467.0,490.0,461.0,1140.0,709.0,262.0,2014
Rochester city, Minnesota,54880,Male,925.0,5640.0,7708.0,6988.0,3644.0,652.0,1306.0,37.0,75.0,403.0,684.0,608.0,2014
St. Cloud city, Minnesota,56896,Male,579.0,3119.0,5483.0,2979.0,1531.0,641.0,1172.0,267.0,291.0,1158.0,598.0,80.0,2014
St. Paul city, Minnesota,58000,Male,681.0,5031.0,8055.0,13848.0,12634.0,6070.0,8898.0,1935.0,1927.0,5125.0,2085.0,733.0,2014
Woodbury city, Minnesota,71428,Male,199.0,1127.0,2171.0,2636.0,2171.0,2423.0,2749.0,1130.0,514.0,1660.0,559.0,258.0,2014
Gulfport city, Mississippi,29700,Male,442.0,1608.0,2607.0,2912.0,1873.0,1128.0,1144.0,0.0,171.0,253.0,697.0,668.0,2014
Jackson city, Mississippi,36000,Male,889.0,2366.0,5368.0,6879.0,7031.0,2101.0,4474.0,176.0,497.0,1308.0,202.0,203.0,2014
Columbia city, Missouri,15670,Male,704.0,4932.0,9643.0,4443.0,4927.0,727.0,1622.0,260.0,217.0,719.0,80.0,0.0,2014
Independence city, Missouri,35000,Male,427.0,2161.0,2859.0,4420.0,4584.0,2116.0,4147.0,690.0,661.0,2045.0,899.0,98.0,2014
Kansas City city, Missouri,38000,Male,1962.0,9175.0,14008.0,23547.0,22645.0,10340.0,15825.0,2285.0,3141.0,5711.0,1776.0,805.0,2014
Lee's Summit city, Missouri,41348,Male,356.0,1776.0,2225.0,2500.0,3785.0,2359.0,4101.0,1471.0,1019.0,2125.0,465.0,276.0,2014
O'Fallon city, Missouri,54074,Male,333.0,1608.0,2182.0,1790.0,3115.0,2600.0,3610.0,945.0,1502.0,2799.0,923.0,147.0,2014
St. Charles city, Missouri,64082,Male,214.0,2159.0,1933.0,3201.0,3809.0,1133.0,2381.0,935.0,367.0,516.0,41.0,517.0,2014
St. Joseph city, Missouri,64550,Male,275.0,4564.0,5296.0,2615.0,1368.0,266.0,797.0,108.0,352.0,564.0,361.0,438.0,2014
St. Louis city, Missouri,65000,Male,2309.0,5335.0,9500.0,11515.0,13918.0,5414.0,9326.0,1845.0,1867.0,2798.0,3566.0,1253.0,2014
Springfield city, Missouri,70000,Male,1319.0,5415.0,8425.0,9904.0,6599.0,929.0,2531.0,90.0,204.0,701.0,470.0,624.0,2014
Billings city, Montana,06550,Male,725.0,3232.0,7199.0,7658.0,5086.0,1518.0,945.0,105.0,367.0,232.0,582.0,425.0,2014
Missoula city, Montana,50200,Male,250.0,2789.0,4939.0,4144.0,2425.0,604.0,331.0,0.0,317.0,310.0,0.0,147.0,2014
Lincoln city, Nebraska,28000,Male,1832.0,8730.0,15362.0,15580.0,14663.0,3508.0,6372.0,448.0,1585.0,2163.0,2467.0,729.0,2014
Omaha city, Nebraska,37000,Male,3456.0,10983.0,21543.0,27350.0,22894.0,8122.0,12131.0,1805.0,1966.0,2139.0,1847.0,884.0,2014
Enterprise CDP, Nevada,23770,Male,182.0,1336.0,4565.0,6641.0,6747.0,2716.0,5875.0,965.0,615.0,566.0,256.0,354.0,2014
Henderson city, Nevada,31900,Male,782.0,5541.0,9595.0,10741.0,16079.0,6152.0,8578.0,1439.0,1925.0,2231.0,932.0,1906.0,2014
Las Vegas city, Nevada,40000,Male,2710.0,6293.0,14411.0,21394.0,29209.0,14484.0,31211.0,3618.0,3822.0,6450.0,4648.0,3876.0,2014
North Las Vegas city, Nevada,51800,Male,1013.0,1663.0,5403.0,8851.0,11200.0,5009.0,12538.0,872.0,2663.0,3821.0,2015.0,631.0,2014
Paradise CDP, Nevada,54600,Male,1614.0,3870.0,9970.0,12665.0,14221.0,4924.0,8476.0,1310.0,1088.0,1871.0,1369.0,1414.0,2014
Reno city, Nevada,60600,Male,1400.0,6678.0,14261.0,13760.0,9774.0,3314.0,5554.0,665.0,912.0,3045.0,1541.0,1016.0,2014
Sparks city, Nevada,68400,Male,885.0,1888.0,4388.0,5505.0,4872.0,1881.0,1230.0,280.0,668.0,611.0,611.0,146.0,2014
Spring Valley CDP, Nevada,68585,Male,925.0,3492.0,5063.0,11315.0,13355.0,3654.0,7928.0,746.0,366.0,1579.0,1100.0,628.0,2014
Sunrise Manor CDP, Nevada,71400,Male,267.0,2130.0,3431.0,3927.0,8238.0,3619.0,8904.0,1685.0,2360.0,2164.0,1889.0,1701.0,2014
Manchester city, New Hampshire,45140,Male,440.0,4214.0,4919.0,5574.0,3101.0,2251.0,3359.0,385.0,1115.0,2531.0,1999.0,778.0,2014
Nashua city, New Hampshire,50260,Male,765.0,3212.0,3637.0,2503.0,3366.0,1373.0,2332.0,839.0,1126.0,1555.0,1727.0,867.0,2014
Bayonne city, New Jersey,03580,Male,143.0,854.0,2237.0,2219.0,1127.0,215.0,3165.0,570.0,626.0,2497.0,2121.0,421.0,2014
Camden city, New Jersey,10000,Male,183.0,1254.0,2499.0,1559.0,2714.0,227.0,1515.0,234.0,482.0,440.0,746.0,353.0,2014
Clifton city, New Jersey,13690,Male,430.0,1339.0,2050.0,2131.0,3218.0,1832.0,3048.0,772.0,610.0,1893.0,2439.0,789.0,2014
East Orange city, New Jersey,19390,Male,105.0,622.0,971.0,1362.0,1256.0,432.0,2429.0,314.0,458.0,1657.0,1456.0,629.0,2014
Elizabeth city, New Jersey,21000,Male,398.0,2704.0,5685.0,6125.0,4113.0,1965.0,4479.0,1258.0,1790.0,1903.0,2165.0,1122.0,2014
Jersey City city, New Jersey,36000,Male,141.0,1337.0,5446.0,7856.0,7835.0,2977.0,11810.0,2411.0,5389.0,12288.0,9268.0,3499.0,2014
Newark city, New Jersey,51000,Male,1548.0,3093.0,4622.0,6737.0,8223.0,2377.0,10744.0,1499.0,2503.0,6018.0,9701.0,3119.0,2014
Passaic city, New Jersey,56550,Male,0.0,1031.0,2454.0,2766.0,2257.0,256.0,3080.0,110.0,247.0,1494.0,1254.0,247.0,2014
Paterson city, New Jersey,57000,Male,528.0,3135.0,4012.0,5212.0,4440.0,2313.0,3666.0,996.0,1346.0,1315.0,1393.0,483.0,2014
Toms River CDP, New Jersey,73110,Male,164.0,2039.0,3314.0,2578.0,2812.0,848.0,2146.0,600.0,776.0,2425.0,2825.0,1185.0,2014
Trenton city, New Jersey,74000,Male,197.0,841.0,1332.0,3513.0,3545.0,2169.0,2998.0,261.0,445.0,646.0,841.0,380.0,2014
Union City city, New Jersey,74630,Male,281.0,859.0,1487.0,2300.0,2129.0,259.0,4919.0,502.0,596.0,2194.0,1628.0,330.0,2014
Albuquerque city, New Mexico,02000,Male,1822.0,12727.0,24304.0,26859.0,24889.0,9539.0,18310.0,1600.0,1989.0,3654.0,3897.0,1913.0,2014
Las Cruces city, New Mexico,39380,Male,1020.0,4651.0,5023.0,4832.0,3346.0,140.0,1857.0,143.0,349.0,532.0,1865.0,337.0,2014
